Starting server: 1622164209998393 (2021-05-27 22:10:09 -03)
Received t1: 642704567 (1969-12-31 21:10:42 -03).
Received t1: 467384587 (1969-12-31 21:07:47 -03).
Received t1: 468444591 (1969-12-31 21:07:48 -03).
Received t1: 643764571 (1969-12-31 21:10:43 -03).
Received t1: 644844571 (1969-12-31 21:10:44 -03).
Received t1: 469524591 (1969-12-31 21:07:49 -03).
Received t1: 645864567 (1969-12-31 21:10:45 -03).
Received t1: 470544587 (1969-12-31 21:07:50 -03).
Received t1: 646904668 (1969-12-31 21:10:46 -03).
Received t1: 471594680 (1969-12-31 21:07:51 -03).
Received t1: 472684591 (1969-12-31 21:07:52 -03).
Received t1: 648004571 (1969-12-31 21:10:48 -03).
Received t1: 649060679 (1969-12-31 21:10:49 -03).
Received t1: 473764591 (1969-12-31 21:07:53 -03).
Received t1: 650174567 (1969-12-31 21:10:50 -03).
Received t1: 474864587 (1969-12-31 21:07:54 -03).
Received t1: 651314567 (1969-12-31 21:10:51 -03).
Received t1: 476004587 (1969-12-31 21:07:56 -03).
Received t1: 477074587 (1969-12-31 21:07:57 -03).
Received t1: 652394567 (1969-12-31 21:10:52 -03).
Received t1: 478254587 (1969-12-31 21:07:58 -03).
Received t1: 653574567 (1969-12-31 21:10:53 -03).
Received t1: 479364591 (1969-12-31 21:07:59 -03).
Received t1: 654684571 (1969-12-31 21:10:54 -03).
Received t1: 655814571 (1969-12-31 21:10:55 -03).
Received t1: 480494587 (1969-12-31 21:08:00 -03).
Received t1: 656924668 (1969-12-31 21:10:56 -03).
Received t1: 481614680 (1969-12-31 21:08:01 -03).
Received t1: 482663425 (1969-12-31 21:08:02 -03).
Received t1: 657980081 (1969-12-31 21:10:57 -03).
Received t1: 483782108 (1969-12-31 21:08:03 -03).
Received t1: 659094571 (1969-12-31 21:10:59 -03).
Received t1: 485014591 (1969-12-31 21:08:05 -03).
Received t1: 660334571 (1969-12-31 21:11:00 -03).
Received t1: 661574571 (1969-12-31 21:11:01 -03).
Received t1: 486264591 (1969-12-31 21:08:06 -03).
Received t1: 662764571 (1969-12-31 21:11:02 -03).
Received t1: 487454591 (1969-12-31 21:08:07 -03).
Received t1: 663784571 (1969-12-31 21:11:03 -03).
Received t1: 488514591 (1969-12-31 21:08:08 -03).
Received t1: 664814571 (1969-12-31 21:11:04 -03).
Received t1: 489544591 (1969-12-31 21:08:09 -03).
Received t1: 665934571 (1969-12-31 21:11:05 -03).
Received t1: 490624591 (1969-12-31 21:08:10 -03).
Received t1: 491754708 (1969-12-31 21:08:11 -03).
Received t1: 667074696 (1969-12-31 21:11:07 -03).
Received t1: 492774591 (1969-12-31 21:08:12 -03).
Received t1: 668094571 (1969-12-31 21:11:08 -03).
Received t1: 493814591 (1969-12-31 21:08:13 -03).
Received t1: 669134571 (1969-12-31 21:11:09 -03).
Received t1: 670214571 (1969-12-31 21:11:10 -03).
Received t1: 494904591 (1969-12-31 21:08:14 -03).
Received t1: 495984591 (1969-12-31 21:08:15 -03).
Received t1: 671304571 (1969-12-31 21:11:11 -03).
Received t1: 496994591 (1969-12-31 21:08:16 -03).
Received t1: 672384571 (1969-12-31 21:11:12 -03).
Received t1: 673414567 (1969-12-31 21:11:13 -03).
Received t1: 498104587 (1969-12-31 21:08:18 -03).
Received t1: 499124591 (1969-12-31 21:08:19 -03).
Received t1: 674444571 (1969-12-31 21:11:14 -03).
Received t1: 500144587 (1969-12-31 21:08:20 -03).
Received t1: 675464567 (1969-12-31 21:11:15 -03).
Received t1: 501164680 (1969-12-31 21:08:21 -03).
Received t1: 676514668 (1969-12-31 21:11:16 -03).
Received t1: 502204591 (1969-12-31 21:08:22 -03).
Received t1: 677524571 (1969-12-31 21:11:17 -03).
Received t1: 678584571 (1969-12-31 21:11:18 -03).
Received t1: 503274591 (1969-12-31 21:08:23 -03).
Received t1: 679594571 (1969-12-31 21:11:19 -03).
Received t1: 504284591 (1969-12-31 21:08:24 -03).
Received t1: 680604571 (1969-12-31 21:11:20 -03).
Received t1: 505294591 (1969-12-31 21:08:25 -03).
Received t1: 681664571 (1969-12-31 21:11:21 -03).
Received t1: 506354591 (1969-12-31 21:08:26 -03).
Received t1: 682694567 (1969-12-31 21:11:22 -03).
Received t1: 507444587 (1969-12-31 21:08:27 -03).
Received t1: 683714567 (1969-12-31 21:11:23 -03).
Received t1: 508484587 (1969-12-31 21:08:28 -03).
Received t1: 684724571 (1969-12-31 21:11:24 -03).
Received t1: 509494591 (1969-12-31 21:08:29 -03).
Received t1: 685734571 (1969-12-31 21:11:25 -03).
Received t1: 510504591 (1969-12-31 21:08:30 -03).
Received t1: 686774660 (1969-12-31 21:11:26 -03).
Received t1: 511544680 (1969-12-31 21:08:31 -03).
Received t1: 687854571 (1969-12-31 21:11:27 -03).
Received t1: 512554591 (1969-12-31 21:08:32 -03).
Received t1: 513624591 (1969-12-31 21:08:33 -03).
Received t1: 688944571 (1969-12-31 21:11:28 -03).
Received t1: 514694591 (1969-12-31 21:08:34 -03).
Received t1: 690014571 (1969-12-31 21:11:30 -03).
Received t1: 515774591 (1969-12-31 21:08:35 -03).
Received t1: 691094571 (1969-12-31 21:11:31 -03).
Received t1: 692174571 (1969-12-31 21:11:32 -03).
Received t1: 516864591 (1969-12-31 21:08:36 -03).
Received t1: 517874591 (1969-12-31 21:08:37 -03).
Received t1: 693184582 (1969-12-31 21:11:33 -03).
Received t1: 694334571 (1969-12-31 21:11:34 -03).
Received t1: 519024591 (1969-12-31 21:08:39 -03).
Received t1: 695424571 (1969-12-31 21:11:35 -03).
Received t1: 520114591 (1969-12-31 21:08:40 -03).
Received t1: 696454571 (1969-12-31 21:11:36 -03).
Received t1: 521184700 (1969-12-31 21:08:41 -03).
Received t1: 697484719 (1969-12-31 21:11:37 -03).
Received t1: 522194591 (1969-12-31 21:08:42 -03).
Received t1: 698504571 (1969-12-31 21:11:38 -03).
Received t1: 523224591 (1969-12-31 21:08:43 -03).
Received t1: 524244591 (1969-12-31 21:08:44 -03).
Received t1: 699554571 (1969-12-31 21:11:39 -03).
Received t1: 525254591 (1969-12-31 21:08:45 -03).
Received t1: 700594571 (1969-12-31 21:11:40 -03).
Received t1: 526304587 (1969-12-31 21:08:46 -03).
Received t1: 701624567 (1969-12-31 21:11:41 -03).
Received t1: 702704571 (1969-12-31 21:11:42 -03).
Received t1: 527394591 (1969-12-31 21:08:47 -03).
Received t1: 703734567 (1969-12-31 21:11:43 -03).
Received t1: 528424587 (1969-12-31 21:08:48 -03).
Received t1: 704774571 (1969-12-31 21:11:44 -03).
Received t1: 529464591 (1969-12-31 21:08:49 -03).
Received t1: 705854571 (1969-12-31 21:11:45 -03).
Received t1: 530534591 (1969-12-31 21:08:50 -03).
Received t1: 707024723 (1969-12-31 21:11:47 -03).
Received t1: 531714700 (1969-12-31 21:08:51 -03).
Received t1: 708234567 (1969-12-31 21:11:48 -03).
Received t1: 532914587 (1969-12-31 21:08:52 -03).
Received t1: 533964591 (1969-12-31 21:08:53 -03).
Received t1: 709284571 (1969-12-31 21:11:49 -03).
Received t1: 535064591 (1969-12-31 21:08:55 -03).
Received t1: 710384571 (1969-12-31 21:11:50 -03).
Received t1: 711404567 (1969-12-31 21:11:51 -03).
Received t1: 536094587 (1969-12-31 21:08:56 -03).
Received t1: 537114587 (1969-12-31 21:08:57 -03).
Received t1: 712434567 (1969-12-31 21:11:52 -03).
Received t1: 538144587 (1969-12-31 21:08:58 -03).
Received t1: 713504571 (1969-12-31 21:11:53 -03).
Received t1: 539274591 (1969-12-31 21:08:59 -03).
Received t1: 714584571 (1969-12-31 21:11:54 -03).
Received t1: 715664571 (1969-12-31 21:11:55 -03).
Received t1: 540354591 (1969-12-31 21:09:00 -03).
Received t1: 541434680 (1969-12-31 21:09:01 -03).
Received t1: 716754703 (1969-12-31 21:11:56 -03).
Received t1: 542514591 (1969-12-31 21:09:02 -03).
Received t1: 717834571 (1969-12-31 21:11:57 -03).
Received t1: 543594591 (1969-12-31 21:09:03 -03).
Received t1: 718914571 (1969-12-31 21:11:58 -03).
Received t1: 544674591 (1969-12-31 21:09:04 -03).
Received t1: 719994571 (1969-12-31 21:11:59 -03).
Received t1: 545754591 (1969-12-31 21:09:05 -03).
Received t1: 721064571 (1969-12-31 21:12:01 -03).
Received t1: 546834587 (1969-12-31 21:09:06 -03).
Received t1: 722154567 (1969-12-31 21:12:02 -03).
Received t1: 723184567 (1969-12-31 21:12:03 -03).
Received t1: 547874587 (1969-12-31 21:09:07 -03).
Received t1: 724214567 (1969-12-31 21:12:04 -03).
Received t1: 548904587 (1969-12-31 21:09:08 -03).
Received t1: 725324571 (1969-12-31 21:12:05 -03).
Received t1: 550014591 (1969-12-31 21:09:10 -03).
Received t1: 551054587 (1969-12-31 21:09:11 -03).
Received t1: 726374567 (1969-12-31 21:12:06 -03).
Received t1: 552174696 (1969-12-31 21:09:12 -03).
Received t1: 727484711 (1969-12-31 21:12:07 -03).
Received t1: 728534567 (1969-12-31 21:12:08 -03).
Received t1: 553224587 (1969-12-31 21:09:13 -03).
Received t1: 554294591 (1969-12-31 21:09:14 -03).
Received t1: 729614571 (1969-12-31 21:12:09 -03).
Received t1: 730634571 (1969-12-31 21:12:10 -03).
Received t1: 555314591 (1969-12-31 21:09:15 -03).
Received t1: 731644571 (1969-12-31 21:12:11 -03).
Received t1: 556334591 (1969-12-31 21:09:16 -03).
Received t1: 557364591 (1969-12-31 21:09:17 -03).
Received t1: 732674571 (1969-12-31 21:12:12 -03).
Received t1: 558374587 (1969-12-31 21:09:18 -03).
Received t1: 733704567 (1969-12-31 21:12:13 -03).
Received t1: 559434587 (1969-12-31 21:09:19 -03).
Received t1: 734754567 (1969-12-31 21:12:14 -03).
Received t1: 560444591 (1969-12-31 21:09:20 -03).
Received t1: 735814571 (1969-12-31 21:12:15 -03).
Received t1: 561684696 (1969-12-31 21:09:21 -03).
Received t1: 737004719 (1969-12-31 21:12:17 -03).
Received t1: 738034571 (1969-12-31 21:12:18 -03).
Received t1: 562714591 (1969-12-31 21:09:22 -03).
Received t1: 739074571 (1969-12-31 21:12:19 -03).
Received t1: 563764591 (1969-12-31 21:09:23 -03).
Received t1: 740174571 (1969-12-31 21:12:20 -03).
Received t1: 564874602 (1969-12-31 21:09:24 -03).
Received t1: 565914591 (1969-12-31 21:09:25 -03).
Received t1: 741234571 (1969-12-31 21:12:21 -03).
Received t1: 567014591 (1969-12-31 21:09:27 -03).
Received t1: 742324571 (1969-12-31 21:12:22 -03).
Received t1: 568074587 (1969-12-31 21:09:28 -03).
Received t1: 743394567 (1969-12-31 21:12:23 -03).
Received t1: 744414571 (1969-12-31 21:12:24 -03).
Received t1: 569094591 (1969-12-31 21:09:29 -03).
Received t1: 570324591 (1969-12-31 21:09:30 -03).
Received t1: 745644571 (1969-12-31 21:12:25 -03).
Received t1: 571514732 (1969-12-31 21:09:31 -03).
Received t1: 746834719 (1969-12-31 21:12:26 -03).
Received t1: 572560532 (1969-12-31 21:09:32 -03).
Received t1: 747884571 (1969-12-31 21:12:27 -03).
Received t1: 748964571 (1969-12-31 21:12:28 -03).
Received t1: 573654591 (1969-12-31 21:09:33 -03).
Received t1: 749984567 (1969-12-31 21:12:29 -03).
Received t1: 574674587 (1969-12-31 21:09:34 -03).
Received t1: 575724591 (1969-12-31 21:09:35 -03).
Received t1: 751044571 (1969-12-31 21:12:31 -03).
Received t1: 752124571 (1969-12-31 21:12:32 -03).
Received t1: 576814591 (1969-12-31 21:09:36 -03).
Received t1: 577884591 (1969-12-31 21:09:37 -03).
Received t1: 753194571 (1969-12-31 21:12:33 -03).
Received t1: 578994587 (1969-12-31 21:09:38 -03).
Received t1: 754304567 (1969-12-31 21:12:34 -03).
Received t1: 755354571 (1969-12-31 21:12:35 -03).
Received t1: 580044587 (1969-12-31 21:09:40 -03).
Received t1: 581114591 (1969-12-31 21:09:41 -03).
Received t1: 756434571 (1969-12-31 21:12:36 -03).
Received t1: 582284696 (1969-12-31 21:09:42 -03).
Received t1: 757604711 (1969-12-31 21:12:37 -03).
Received t1: 583394591 (1969-12-31 21:09:43 -03).
Received t1: 758714571 (1969-12-31 21:12:38 -03).
Received t1: 759854571 (1969-12-31 21:12:39 -03).
Received t1: 584544591 (1969-12-31 21:09:44 -03).
Received t1: 760934571 (1969-12-31 21:12:40 -03).
Received t1: 585624587 (1969-12-31 21:09:45 -03).
Received t1: 586694591 (1969-12-31 21:09:46 -03).
Received t1: 762014571 (1969-12-31 21:12:42 -03).
Received t1: 587794587 (1969-12-31 21:09:47 -03).
Received t1: 763114567 (1969-12-31 21:12:43 -03).
Received t1: 588824591 (1969-12-31 21:09:48 -03).
Received t1: 764144571 (1969-12-31 21:12:44 -03).
Received t1: 765164571 (1969-12-31 21:12:45 -03).
Received t1: 589854591 (1969-12-31 21:09:49 -03).
Received t1: 766184571 (1969-12-31 21:12:46 -03).
Received t1: 590874591 (1969-12-31 21:09:50 -03).
Received t1: 767244703 (1969-12-31 21:12:47 -03).
Received t1: 591934680 (1969-12-31 21:09:51 -03).
Received t1: 768334567 (1969-12-31 21:12:48 -03).
Received t1: 593024587 (1969-12-31 21:09:53 -03).
Received t1: 594174591 (1969-12-31 21:09:54 -03).
Received t1: 769494571 (1969-12-31 21:12:49 -03).
Received t1: 595184591 (1969-12-31 21:09:55 -03).
Received t1: 770514571 (1969-12-31 21:12:50 -03).
Received t1: 596324587 (1969-12-31 21:09:56 -03).
Received t1: 771644567 (1969-12-31 21:12:51 -03).
Received t1: 772684567 (1969-12-31 21:12:52 -03).
Received t1: 597374587 (1969-12-31 21:09:57 -03).
Received t1: 773894571 (1969-12-31 21:12:53 -03).
Received t1: 598584591 (1969-12-31 21:09:58 -03).
Received t1: 774914571 (1969-12-31 21:12:54 -03).
Received t1: 599604591 (1969-12-31 21:09:59 -03).
Received t1: 776144571 (1969-12-31 21:12:56 -03).
Received t1: 600834587 (1969-12-31 21:10:00 -03).
Received t1: 601904700 (1969-12-31 21:10:01 -03).
Received t1: 777224723 (1969-12-31 21:12:57 -03).
Received t1: 602984587 (1969-12-31 21:10:02 -03).
Received t1: 778304567 (1969-12-31 21:12:58 -03).
Received t1: 779374571 (1969-12-31 21:12:59 -03).
Received t1: 604064591 (1969-12-31 21:10:04 -03).
Received t1: 605104591 (1969-12-31 21:10:05 -03).
Received t1: 780424571 (1969-12-31 21:13:00 -03).
Received t1: 781644571 (1969-12-31 21:13:01 -03).
Received t1: 606334591 (1969-12-31 21:10:06 -03).
Received t1: 607354587 (1969-12-31 21:10:07 -03).
Received t1: 782674567 (1969-12-31 21:13:02 -03).
Received t1: 608384591 (1969-12-31 21:10:08 -03).
Received t1: 783704571 (1969-12-31 21:13:03 -03).
Received t1: 609404587 (1969-12-31 21:10:09 -03).
Received t1: 784724567 (1969-12-31 21:13:04 -03).
Received t1: 785874571 (1969-12-31 21:13:05 -03).
Received t1: 610564591 (1969-12-31 21:10:10 -03).
Received t1: 787674783 (1969-12-31 21:13:07 -03).
Received t1: 612364771 (1969-12-31 21:10:12 -03).
Received t1: 613394591 (1969-12-31 21:10:13 -03).
Received t1: 788714571 (1969-12-31 21:13:08 -03).
Received t1: 614424591 (1969-12-31 21:10:14 -03).
Received t1: 789744571 (1969-12-31 21:13:09 -03).
Received t1: 615434591 (1969-12-31 21:10:15 -03).
Received t1: 790764571 (1969-12-31 21:13:10 -03).
Received t1: 616444591 (1969-12-31 21:10:16 -03).
Received t1: 791804571 (1969-12-31 21:13:11 -03).
Received t1: 617484591 (1969-12-31 21:10:17 -03).
Received t1: 792844571 (1969-12-31 21:13:12 -03).
Received t1: 618524591 (1969-12-31 21:10:18 -03).
Received t1: 793884571 (1969-12-31 21:13:13 -03).
Received t1: 619554587 (1969-12-31 21:10:19 -03).
Received t1: 794924567 (1969-12-31 21:13:14 -03).
Received t1: 795984571 (1969-12-31 21:13:15 -03).
Received t1: 620674591 (1969-12-31 21:10:20 -03).
Received t1: 797034703 (1969-12-31 21:13:17 -03).
Received t1: 621724680 (1969-12-31 21:10:21 -03).
Received t1: 798294571 (1969-12-31 21:13:18 -03).
Received t1: 622984591 (1969-12-31 21:10:22 -03).
Received t1: 799304571 (1969-12-31 21:13:19 -03).
Received t1: 623994591 (1969-12-31 21:10:23 -03).
Received t1: 800314571 (1969-12-31 21:13:20 -03).
Received t1: 625004591 (1969-12-31 21:10:25 -03).
Received t1: 626124591 (1969-12-31 21:10:26 -03).
Received t1: 801444571 (1969-12-31 21:13:21 -03).
Received t1: 802534567 (1969-12-31 21:13:22 -03).
Received t1: 627224587 (1969-12-31 21:10:27 -03).
Received t1: 803544571 (1969-12-31 21:13:23 -03).
Received t1: 628234591 (1969-12-31 21:10:28 -03).
Received t1: 804594571 (1969-12-31 21:13:24 -03).
Received t1: 629274591 (1969-12-31 21:10:29 -03).
Received t1: 630294587 (1969-12-31 21:10:30 -03).
Received t1: 805614567 (1969-12-31 21:13:25 -03).
Received t1: 631344684 (1969-12-31 21:10:31 -03).
Received t1: 806664707 (1969-12-31 21:13:26 -03).
Received t1: 632424587 (1969-12-31 21:10:32 -03).
Received t1: 807744567 (1969-12-31 21:13:27 -03).
Received t1: 633434591 (1969-12-31 21:10:33 -03).
Received t1: 808784571 (1969-12-31 21:13:28 -03).
Received t1: 634504591 (1969-12-31 21:10:34 -03).
Received t1: 809814571 (1969-12-31 21:13:29 -03).
Received t1: 810934571 (1969-12-31 21:13:30 -03).
Received t1: 635624591 (1969-12-31 21:10:35 -03).
Received t1: 811964567 (1969-12-31 21:13:31 -03).
Received t1: 636654587 (1969-12-31 21:10:36 -03).
Received t1: 812984567 (1969-12-31 21:13:32 -03).
Received t1: 637674587 (1969-12-31 21:10:37 -03).
Received t1: 814044571 (1969-12-31 21:13:34 -03).
Received t1: 638734591 (1969-12-31 21:10:38 -03).
Received t1: 815444571 (1969-12-31 21:13:35 -03).
Received t1: 640134591 (1969-12-31 21:10:40 -03).
Received t1: 641154591 (1969-12-31 21:10:41 -03).
Received t1: 816474571 (1969-12-31 21:13:36 -03).
Received t1: 642174696 (1969-12-31 21:10:42 -03).
Received t1: 817494711 (1969-12-31 21:13:37 -03).
Received t1: 818534571 (1969-12-31 21:13:38 -03).
Received t1: 643224591 (1969-12-31 21:10:43 -03).
Received t1: 644324591 (1969-12-31 21:10:44 -03).
Received t1: 819644571 (1969-12-31 21:13:39 -03).
Received t1: 645384591 (1969-12-31 21:10:45 -03).
Received t1: 820694571 (1969-12-31 21:13:40 -03).
Received t1: 821804571 (1969-12-31 21:13:41 -03).
Received t1: 646484591 (1969-12-31 21:10:46 -03).
Received t1: 822954567 (1969-12-31 21:13:42 -03).
Received t1: 647644587 (1969-12-31 21:10:47 -03).
Received t1: 823964571 (1969-12-31 21:13:43 -03).
Received t1: 648654591 (1969-12-31 21:10:48 -03).
Received t1: 825014571 (1969-12-31 21:13:45 -03).
Received t1: 649704591 (1969-12-31 21:10:49 -03).
Received t1: 650724591 (1969-12-31 21:10:50 -03).
Received t1: 826034571 (1969-12-31 21:13:46 -03).
Received t1: 651794739 (1969-12-31 21:10:51 -03).
Received t1: 827114723 (1969-12-31 21:13:47 -03).
Received t1: 652854587 (1969-12-31 21:10:52 -03).
Received t1: 828174567 (1969-12-31 21:13:48 -03).
Received t1: 829264571 (1969-12-31 21:13:49 -03).
Received t1: 653954591 (1969-12-31 21:10:53 -03).
Received t1: 830284567 (1969-12-31 21:13:50 -03).
Received t1: 655014587 (1969-12-31 21:10:55 -03).
Received t1: 831314571 (1969-12-31 21:13:51 -03).
Received t1: 656034591 (1969-12-31 21:10:56 -03).
Received t1: 832334567 (1969-12-31 21:13:52 -03).
Received t1: 657044591 (1969-12-31 21:10:57 -03).
Received t1: 833344567 (1969-12-31 21:13:53 -03).
Received t1: 658084587 (1969-12-31 21:10:58 -03).
Received t1: 834384567 (1969-12-31 21:13:54 -03).
Received t1: 659094587 (1969-12-31 21:10:59 -03).
Received t1: 835404571 (1969-12-31 21:13:55 -03).
Received t1: 660104591 (1969-12-31 21:11:00 -03).
Received t1: 661134591 (1969-12-31 21:11:01 -03).
Received t1: 836444571 (1969-12-31 21:13:56 -03).
Received t1: 662244735 (1969-12-31 21:11:02 -03).
Received t1: 837564715 (1969-12-31 21:13:57 -03).
Received t1: 663254587 (1969-12-31 21:11:03 -03).
Received t1: 838614567 (1969-12-31 21:13:58 -03).
Received t1: 664294591 (1969-12-31 21:11:04 -03).
Received t1: 839624571 (1969-12-31 21:13:59 -03).
Received t1: 665314591 (1969-12-31 21:11:05 -03).
Received t1: 840674571 (1969-12-31 21:14:00 -03).
Received t1: 666354591 (1969-12-31 21:11:06 -03).
Received t1: 841694571 (1969-12-31 21:14:01 -03).
Received t1: 667374587 (1969-12-31 21:11:07 -03).
Received t1: 842714567 (1969-12-31 21:14:02 -03).
Received t1: 668434591 (1969-12-31 21:11:08 -03).
Received t1: 843754571 (1969-12-31 21:14:03 -03).
Received t1: 844764567 (1969-12-31 21:14:04 -03).
Received t1: 669454587 (1969-12-31 21:11:09 -03).
Received t1: 670534587 (1969-12-31 21:11:10 -03).
Received t1: 845854567 (1969-12-31 21:14:05 -03).
Received t1: 846884703 (1969-12-31 21:14:06 -03).
Received t1: 671574716 (1969-12-31 21:11:11 -03).
Received t1: 847904571 (1969-12-31 21:14:07 -03).
Received t1: 672594591 (1969-12-31 21:11:12 -03).
Received t1: 673644587 (1969-12-31 21:11:13 -03).
Received t1: 848964567 (1969-12-31 21:14:08 -03).
Received t1: 674654591 (1969-12-31 21:11:14 -03).
Received t1: 849984571 (1969-12-31 21:14:09 -03).
Received t1: 675674587 (1969-12-31 21:11:15 -03).
Received t1: 851034567 (1969-12-31 21:14:11 -03).
Received t1: 676704591 (1969-12-31 21:11:16 -03).
Received t1: 852044571 (1969-12-31 21:14:12 -03).
Received t1: 853094571 (1969-12-31 21:14:13 -03).
Received t1: 677784591 (1969-12-31 21:11:17 -03).
Received t1: 854174567 (1969-12-31 21:14:14 -03).
Received t1: 678864587 (1969-12-31 21:11:18 -03).
Received t1: 679954587 (1969-12-31 21:11:19 -03).
Received t1: 855274567 (1969-12-31 21:14:15 -03).
Received t1: 680984591 (1969-12-31 21:11:20 -03).
Received t1: 856304571 (1969-12-31 21:14:16 -03).
Received t1: 857324699 (1969-12-31 21:14:17 -03).
Received t1: 682014759 (1969-12-31 21:11:22 -03).
Received t1: 858344571 (1969-12-31 21:14:18 -03).
Received t1: 683094591 (1969-12-31 21:11:23 -03).
Received t1: 859394571 (1969-12-31 21:14:19 -03).
Received t1: 684104591 (1969-12-31 21:11:24 -03).
Received t1: 860404571 (1969-12-31 21:14:20 -03).
Received t1: 685124591 (1969-12-31 21:11:25 -03).
Received t1: 861414571 (1969-12-31 21:14:21 -03).
Received t1: 686154591 (1969-12-31 21:11:26 -03).
Received t1: 862454571 (1969-12-31 21:14:22 -03).
Received t1: 687164591 (1969-12-31 21:11:27 -03).
Received t1: 863464571 (1969-12-31 21:14:23 -03).
Received t1: 688174591 (1969-12-31 21:11:28 -03).
Received t1: 864474571 (1969-12-31 21:14:24 -03).
Received t1: 689214591 (1969-12-31 21:11:29 -03).
Received t1: 865514571 (1969-12-31 21:14:25 -03).
Received t1: 690234591 (1969-12-31 21:11:30 -03).
Received t1: 866554571 (1969-12-31 21:14:26 -03).
Received t1: 691324716 (1969-12-31 21:11:31 -03).
Received t1: 867594715 (1969-12-31 21:14:27 -03).
Received t1: 692364591 (1969-12-31 21:11:32 -03).
Received t1: 693384587 (1969-12-31 21:11:33 -03).
Received t1: 868694567 (1969-12-31 21:14:28 -03).
Received t1: 869844571 (1969-12-31 21:14:29 -03).
Received t1: 694534591 (1969-12-31 21:11:34 -03).
Received t1: 870854571 (1969-12-31 21:14:30 -03).
Received t1: 695544591 (1969-12-31 21:11:35 -03).
Received t1: 872024571 (1969-12-31 21:14:32 -03).
Received t1: 696714591 (1969-12-31 21:11:36 -03).
Received t1: 697774591 (1969-12-31 21:11:37 -03).
Received t1: 873094571 (1969-12-31 21:14:33 -03).
Received t1: 874114567 (1969-12-31 21:14:34 -03).
Received t1: 698804591 (1969-12-31 21:11:38 -03).
Received t1: 875144571 (1969-12-31 21:14:35 -03).
Received t1: 699834591 (1969-12-31 21:11:39 -03).
Received t1: 876164571 (1969-12-31 21:14:36 -03).
Received t1: 700864591 (1969-12-31 21:11:40 -03).
Received t1: 701904735 (1969-12-31 21:11:41 -03).
Received t1: 877224723 (1969-12-31 21:14:37 -03).
Received t1: 878314571 (1969-12-31 21:14:38 -03).
Received t1: 703004591 (1969-12-31 21:11:43 -03).
Received t1: 879474571 (1969-12-31 21:14:39 -03).
Received t1: 704164591 (1969-12-31 21:11:44 -03).
Received t1: 705254591 (1969-12-31 21:11:45 -03).
Received t1: 880584571 (1969-12-31 21:14:40 -03).
Received t1: 706274591 (1969-12-31 21:11:46 -03).
Received t1: 881624567 (1969-12-31 21:14:41 -03).
Received t1: 707304591 (1969-12-31 21:11:47 -03).
Received t1: 882634571 (1969-12-31 21:14:42 -03).
Received t1: 883644571 (1969-12-31 21:14:43 -03).
Received t1: 708334591 (1969-12-31 21:11:48 -03).
Received t1: 884704567 (1969-12-31 21:14:44 -03).
Received t1: 709394587 (1969-12-31 21:11:49 -03).
Received t1: 710454587 (1969-12-31 21:11:50 -03).
Received t1: 885774567 (1969-12-31 21:14:45 -03).
Received t1: 711624735 (1969-12-31 21:11:51 -03).
Received t1: 886944723 (1969-12-31 21:14:46 -03).
Received t1: 712634591 (1969-12-31 21:11:52 -03).
Received t1: 887974571 (1969-12-31 21:14:47 -03).
Received t1: 713654587 (1969-12-31 21:11:53 -03).
Received t1: 889014567 (1969-12-31 21:14:49 -03).
Received t1: 714684591 (1969-12-31 21:11:54 -03).
Received t1: 890094571 (1969-12-31 21:14:50 -03).
Received t1: 715734587 (1969-12-31 21:11:55 -03).
Received t1: 891104567 (1969-12-31 21:14:51 -03).
Received t1: 892154571 (1969-12-31 21:14:52 -03).
Received t1: 716834591 (1969-12-31 21:11:56 -03).
Received t1: 893264571 (1969-12-31 21:14:53 -03).
Received t1: 717954591 (1969-12-31 21:11:57 -03).
Received t1: 894404567 (1969-12-31 21:14:54 -03).
Received t1: 719094587 (1969-12-31 21:11:59 -03).
Received t1: 720384587 (1969-12-31 21:12:00 -03).
Received t1: 895704571 (1969-12-31 21:14:55 -03).
Received t1: 721444735 (1969-12-31 21:12:01 -03).
Received t1: 896964719 (1969-12-31 21:14:56 -03).
Received t1: 722704591 (1969-12-31 21:12:02 -03).
Received t1: 898064571 (1969-12-31 21:14:58 -03).
Received t1: 899104567 (1969-12-31 21:14:59 -03).
Received t1: 723794587 (1969-12-31 21:12:03 -03).
Received t1: 900124571 (1969-12-31 21:15:00 -03).
Received t1: 724854591 (1969-12-31 21:12:04 -03).
Received t1: 901254571 (1969-12-31 21:15:01 -03).
Received t1: 725944591 (1969-12-31 21:12:05 -03).
Received t1: 727014591 (1969-12-31 21:12:07 -03).
Received t1: 902334571 (1969-12-31 21:15:02 -03).
Received t1: 903404571 (1969-12-31 21:15:03 -03).
Received t1: 728094591 (1969-12-31 21:12:08 -03).
Received t1: 904414567 (1969-12-31 21:15:04 -03).
Received t1: 729114587 (1969-12-31 21:12:09 -03).
Received t1: 730164587 (1969-12-31 21:12:10 -03).
Received t1: 905484567 (1969-12-31 21:15:05 -03).
Received t1: 731174591 (1969-12-31 21:12:11 -03).
Received t1: 906492740 (1969-12-31 21:15:06 -03).
Received t1: 907544699 (1969-12-31 21:15:07 -03).
Received t1: 732234720 (1969-12-31 21:12:12 -03).
Received t1: 908554571 (1969-12-31 21:15:08 -03).
Received t1: 733244591 (1969-12-31 21:12:13 -03).
